date,home_team,away_team,home_goals,away_goals,status,season
2023-11-30T22:00:00+00:00,Gremio,Goias,2,1,Match Finished,2023
2023-11-30T23:00:00+00:00,Cruzeiro,Atletico Paranaense,1,1,Match Finished,2023
2023-11-30T23:30:00+00:00,RB Bragantino,Fortaleza EC,1,2,Match Finished,2023
2023-12-02T21:00:00+00:00,Corinthians,Internacional,1,2,Match Finished,2023
2023-12-03T00:00:00+00:00,Atletico-MG,Sao Paulo,2,1,Match Finished,2023
2023-12-03T19:00:00+00:00,Palmeiras,Fluminense,1,0,Match Finished,2023
2023-12-03T19:00:00+00:00,Flamengo,Cuiaba,2,1,Match Finished,2023
2023-12-03T21:30:00+00:00,Botafogo,Cruzeiro,0,0,Match Finished,2023
2023-12-03T21:30:00+00:00,America Mineiro,Bahia,3,2,Match Finished,2023
2023-12-03T21:30:00+00:00,Gremio,Vasco DA Gama,1,0,Match Finished,2023
2023-12-03T21:30:00+00:00,Atletico Paranaense,Santos,3,0,Match Finished,2023
2023-12-03T21:30:00+00:00,Fortaleza EC,Goias,1,0,Match Finished,2023
2023-12-03T21:30:00+00:00,RB Bragantino,Coritiba,1,0,Match Finished,2023
2023-12-06T22:00:00+00:00,Goias,America Mineiro,1,0,Match Finished,2023
2023-12-07T00:30:00+00:00,Bahia,Atletico-MG,4,1,Match Finished,2023
2023-12-07T00:30:00+00:00,Internacional,Botafogo,3,1,Match Finished,2023
2023-12-07T00:30:00+00:00,Fluminense,Gremio,2,3,Match Finished,2023
2023-12-07T00:30:00+00:00,Sao Paulo,Flamengo,1,0,Match Finished,2023
2023-12-07T00:30:00+00:00,Santos,Fortaleza EC,1,2,Match Finished,2023
2023-12-07T00:30:00+00:00,Vasco DA Gama,RB Bragantino,2,1,Match Finished,2023
2023-12-07T00:30:00+00:00,Cruzeiro,Palmeiras,1,1,Match Finished,2023
2023-12-07T00:30:00+00:00,Coritiba,Corinthians,0,2,Match Finished,2023
2023-12-07T00:30:00+00:00,Cuiaba,Atletico Paranaense,3,0,Match Finished,2023
